PERSONAL_MONTHLY_INCOME_SCALED,OTHER_INCOMES_SCALED,PERSONAL_ASSETS_VALUE_SCALED
0.16558944415078714,-0.21219677661329672,0.0
-0.6379866156380094,-0.21219677661329672,0.0
0.6622440922146962,-0.21219677661329672,0.0
2.2972981583127337,-0.21219677661329672,0.0
-0.6603081728543648,-0.21219677661329672,0.0
-1.0899981492692075,-0.21219677661329672,0.0
-0.983970752491519,-0.21219677661329672,0.0
0.017709127592432233,-0.21219677661329672,0.0
1.4323378161789595,-0.21219677661329672,0.0
2.2972981583127337,-0.21219677661329672,0.0
-0.038094765448456414,-0.21219677661329672,0.0
2.1159355059298455,-0.21219677661329672,0.0
-0.6045042798134762,-0.21219677661329672,0.0
0.6734048708228738,-0.21219677661329672,0.0
-0.7607551803279644,-0.21219677661329672,0.0
-0.485809399315506,-0.21219677661329672,0.0
-0.6603081728543648,-0.21219677661329672,0.0
2.2972981583127337,-0.21219677661329672,0.0
-0.158073135486367,-0.21219677661329672,0.0
-0.10226924244547836,-0.21219677661329672,0.0
-0.919796275494497,-0.21219677661329672,0.0
0.17675022275896488,-0.21219677661329672,0.0
-0.7998179054565865,-0.21219677661329672,0.0
-0.261310337612011,-0.21219677661329672,0.0
-0.2166672231793001,-0.21219677661329672,0.0
-0.7105316765911647,-0.21219677661329672,0.0
1.1700595188867828,-0.21219677661329672,0.0
-0.6603081728543648,-0.21219677661329672,0.0
-1.087207954617163,-0.21219677661329672,0.0
-0.9944339824366856,-0.21219677661329672,0.0
2.1298864791900676,4.531586064875033,0.0
-0.10226924244547836,-0.21219677661329672,0.0
1.5718475487811812,-0.21219677661329672,0.0
2.2972981583127337,6.687850992824274,0.0
0.040030684808787693,-0.21219677661329672,0.0
-0.7021610926350313,-0.21219677661329672,0.0
0.7264185692117181,-0.21219677661329672,0.0
-0.14412216222614485,-0.21219677661329672,0.0
-1.2183471032632514,-0.21219677661329672,0.0
-0.43709260069081024,-0.21219677661329672,0.0
-0.16923391409454475,-0.21219677661329672,0.0
-1.0788373706610297,-0.21219677661329672,0.0
-0.7719159589361422,-0.21219677661329672,0.0
-0.23061819643952225,2.547822331161732,0.0
1.0138086183722945,-0.21219677661329672,0.0
0.8798792750741619,-0.21219677661329672,0.0
-0.6585503502235769,-0.21219677661329672,0.0
-0.35338676112947726,-0.21219677661329672,0.0
-0.7719159589361422,-0.21219677661329672,0.0
2.2972981583127337,-0.21219677661329672,0.0
-0.10226924244547836,-0.21219677661329672,0.0
0.4557696879634081,-0.21219677661329672,0.0
0.6176009777819852,-0.21219677661329672,0.0
-0.10226924244547836,-0.21219677661329672,0.0
-0.3812887076499216,-0.21219677661329672,0.0
-0.6590804872074653,2.3753211369257925,0.0
-0.7998179054565865,-0.21219677661329672,0.0
2.2972981583127337,-0.21219677661329672,0.0
